EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
363005,WASHTENAW CO.,GEDDES,03/15/2012,1725,Hail,0.88, ,0,0,0,0,MI,EST-5, ,60759,C,161,DTX,0,0,Trained Spotter, , , ,1,W,1,W,GEDDES,42.27,-83.68,42.27,-83.68,155
371726,WASHTENAW CO.,ANN ARBOR YOUNG ARPT,03/15/2012,1730,Flash Flood, , ,0,0,0,0,MI,EST-5, ,60759,C,161,DTX,0,0,Trained Spotter,Heavy Rain, , ,4,SSE,3,WSW,(ARB)ANN ARBOR MUNI,42.25,-83.84,42.21,-83.8,156
363007,WASHTENAW CO.,ANN ARBOR ARPT,03/15/2012,1730,Hail,1.00, ,0,0,0,0,MI,EST-5, ,60759,C,161,DTX,0,0,Trained Spotter, , , ,2,ENE,2,ENE,ANN ARBOR ARPT,42.23,-83.7,42.23,-83.7,157
371704,WASHTENAW CO.,ANN ARBOR ARPT,03/15/2012,1732,Hail,1.25, ,0,0,0,0,MI,EST-5, ,60759,C,161,DTX,0,0,Trained Spotter, , , ,3,ENE,3,ENE,ANN ARBOR ARPT,42.23,-83.68,42.23,-83.68,158
373526,WASHTENAW (ZONE), ,04/16/2012,1100,High Wind,50.00, ,0,0,15000,0,MI,EST-5,EG,62435,Z,75,DTX,0,0,Broadcast Media, , , , , , , , , , , , ,159
374798,WASHTENAW (ZONE), ,04/27/2012,500,Frost/Freeze, , ,0,0,0,1300000,MI,EST-5, ,62664,Z,75,DTX,0,0,Other Federal Agency, , , , , , , , , , , , ,160
379050,WASHTENAW CO.,MANCHESTER,05/03/2012,2146,Hail,0.75, ,0,0,0,0,MI,EST-5, ,62429,C,161,DTX,0,0,Trained Spotter, , , ,1,W,1,W,MANCHESTER,42.15,-84.04,42.15,-84.04,161
379262,WASHTENAW CO.,SYLVAN,05/03/2012,2152,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,62429,C,161,DTX,0,0,Trained Spotter, , , ,3,ESE,3,ESE,SYLVAN,42.26,-84.02,42.26,-84.02,162
379051,WASHTENAW CO.,ROWES CORNER,05/03/2012,2154,Hail,1.00, ,0,0,0,0,MI,EST-5, ,62429,C,161,DTX,0,0,Trained Spotter, , , ,1,NW,1,NW,ROWES CORNER,42.19,-84.04,42.19,-84.04,163
383424,WASHTENAW CO.,BENTON,05/28/2012,2155,Thunderstorm Wind,54.00, ,0,0,0,0,MI,EST-5,EG,64015,C,161,DTX,0,0,Broadcast Media, , , ,1,NW,1,NW,BENTON,42.13,-83.86,42.13,-83.86,164
390733,WASHTENAW CO.,HUDSON MILLS,06/21/2012,1524,Thunderstorm Wind,56.00, ,0,0,15000,0,MI,EST-5,EG,65208,C,161,DTX,0,0,Emergency Manager, , , ,3,WSW,3,WSW,HUDSON MILLS,42.36,-83.98,42.36,-83.98,165
390730,WASHTENAW CO.,HUDSON MILLS,06/21/2012,1530,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,65208,C,161,DTX,0,0,Trained Spotter, , , ,1,N,1,N,HUDSON MILLS,42.39,-83.92,42.39,-83.92,166
391014,WASHTENAW (ZONE), ,06/28/2012,1300,Heat, , ,0,0,0,0,MI,EST-5, ,65286,Z,75,DTX,0,0,ASOS, , , , , , , , , , , , ,167
404913,WASHTENAW (ZONE), ,07/01/2012,1200,Heat, , ,0,5,0,0,MI,EST-5, ,67389,Z,75,DTX,0,0,ASOS, , , , , , , , , , , , ,168
390881,WASHTENAW CO.,WILLIS DOWNWIND FLD,07/01/2012,1636,Thunderstorm Wind,54.00, ,0,0,0,0,MI,EST-5,EG,65245,C,161,DTX,0,0,Emergency Manager, , , ,1,NE,1,NE,WILLIS DOWNWIND FLD,42.16,-83.56,42.16,-83.56,169
401118,WASHTENAW CO.,SALEM ARPT,07/03/2012,1507,Hail,1.75, ,0,0,0,0,MI,EST-5, ,66858,C,161,DTX,0,0,Law Enforcement, , , ,3,WNW,3,WNW,SALEM ARPT,42.43,-83.65,42.43,-83.65,170
401131,WASHTENAW CO.,LYNDON CENTER,07/03/2012,1617,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,66858,C,161,DTX,0,0,Law Enforcement, , , ,2,NNW,2,NNW,LYNDON CENTER,42.41,-84.1,42.41,-84.1,171
401125,WASHTENAW CO.,YPSILANTI MCENNAN FL,07/03/2012,1710,Hail,1.00, ,0,0,0,0,MI,EST-5, ,66858,C,161,DTX,0,0,Public, , , ,1,NE,1,NE,YPSILANTI MCENNAN FL,42.21,-83.61,42.21,-83.61,172
404928,WASHTENAW CO.,ANN ARBOR ARPT,07/03/2012,1710,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,66858,C,161,DTX,0,0,Emergency Manager, , , ,2,ENE,2,ENE,ANN ARBOR ARPT,42.23,-83.69,42.23,-83.69,173
402824,WASHTENAW CO.,DEXTER,07/05/2012,336,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,67147,C,161,DTX,0,0,Trained Spotter, , , ,1,W,1,W,DEXTER,42.33,-83.88,42.33,-83.88,174
402826,WASHTENAW CO.,LIMA,07/05/2012,337,Thunderstorm Wind,54.00, ,0,0,2000,0,MI,EST-5,EG,67147,C,161,DTX,0,0,Emergency Manager, , , ,2,NNW,2,NNW,LIMA,42.33,-83.96,42.33,-83.96,175
402844,WASHTENAW CO.,DELHI MILLS,07/05/2012,338,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,EG,67147,C,161,DTX,0,0,Emergency Manager, , , ,0,N,0,N,DELHI MILLS,42.33,-83.8,42.33,-83.8,176
418302,WASHTENAW (ZONE), ,12/26/2012,1200,Heavy Snow, , ,0,0,0,0,MI,EST-5, ,69729,Z,75,DTX,0,0,Trained Spotter, , , , , , , , , , , , ,177
423689,WASHTENAW (ZONE), ,01/19/2013,2300,High Wind,53.00, ,0,0,750000,0,MI,EST-5,MG,70552,Z,75,DTX,0,0,ASOS, , , , , , , , , , , , ,178
432499,WASHTENAW (ZONE), ,02/26/2013,1600,Winter Storm, , ,0,0,0,0,MI,EST-5, ,71811,Z,75,DTX,0,0,Trained Spotter, , , , , , , , , , , , ,179
442705,WASHTENAW CO.,ANN ARBOR,04/18/2013,1338,Thunderstorm Wind,52.00, ,0,0,5000,0,MI,EST-5,EG,73082,C,161,DTX,0,0,Trained Spotter, , , ,0,N,0,N,ANN ARBOR,42.28,-83.73,42.28,-83.73,180
456305,WASHTENAW CO.,WHITTAKER,05/22/2013,1614,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,75590,C,161,DTX,0,0,Emergency Manager, , , ,1,N,1,N,WHITTAKER,42.14,-83.6,42.14,-83.6,181
463375,WASHTENAW CO.,MILAN,06/27/2013,1523,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,MG,76777,C,161,DTX,0,0,Trained Spotter, , , ,2,NNE,2,NNE,MILAN,42.11,-83.65,42.11,-83.65,182
463371,WASHTENAW CO.,PITTSFIELD,06/27/2013,1525,Hail,1.25, ,0,0,0,0,MI,EST-5, ,76777,C,161,DTX,0,0,Trained Spotter, , , ,2,ENE,2,ENE,PITTSFIELD,42.21,-83.68,42.21,-83.68,183
463383,WASHTENAW CO.,SCIO,06/27/2013,1545,Flash Flood, , ,0,0,0,0,MI,EST-5, ,76777,C,161,DTX,0,0,Emergency Manager,Heavy Rain, , ,1,SW,3,W,SALINE,42.3099,-83.8449,42.1758,-83.8312,184
463217,WASHTENAW CO.,WILLOW RUN,06/28/2013,1144,Thunderstorm Wind,52.00, ,0,0,5000,0,MI,EST-5,EG,76751,C,161,DTX,0,0,911 Call Center, , , ,1,NE,1,NE,WILLOW RUN,42.26,-83.56,42.26,-83.56,185
468851,WASHTENAW CO.,SALINE,07/10/2013,1252,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,EG,77733,C,161,DTX,0,0,911 Call Center, , , ,3,SW,3,SW,SALINE,42.14,-83.8,42.14,-83.8,186
468848,WASHTENAW CO.,SALINE,07/10/2013,1300,Hail,0.75, ,0,0,0,0,MI,EST-5, ,77733,C,161,DTX,0,0,Trained Spotter, , , ,3,WNW,3,WNW,SALINE,42.19,-83.83,42.19,-83.83,187
468852,WASHTENAW CO.,RAWSONVILLE,07/10/2013,1314,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,77733,C,161,DTX,0,0,Trained Spotter, , , ,1,SSW,1,SSW,RAWSONVILLE,42.2,-83.56,42.2,-83.56,188
468849,WASHTENAW CO.,YPSILANTI,07/10/2013,1317,Hail,0.75, ,0,0,0,0,MI,EST-5, ,77733,C,161,DTX,0,0,Trained Spotter, , , ,0,N,0,N,YPSILANTI,42.23,-83.62,42.23,-83.62,189
470009,WASHTENAW (ZONE), ,07/14/2013,1200,Heat, , ,0,6,0,0,MI,EST-5, ,78009,Z,75,DTX,0,0,Official NWS Observations, , , , , , , , , , , , ,190
463440,WASHTENAW CO.,YORK,07/19/2013,2007,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,76781,C,161,DTX,0,0,Emergency Manager, , , ,2,NNW,2,NNW,YORK,42.13,-83.74,42.13,-83.74,191
463436,WASHTENAW CO.,BENTON,07/19/2013,2035,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,76781,C,161,DTX,0,0,911 Call Center, , , ,3,ESE,3,ESE,BENTON,42.11,-83.8,42.11,-83.8,192
468030,WASHTENAW CO.,WILLOW RUN,07/19/2013,2349,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,76781,C,161,DTX,0,0,Trained Spotter, , , ,1,E,1,E,WILLOW RUN,42.25,-83.56,42.25,-83.56,193
468029,WASHTENAW CO.,ANN ARBOR,07/19/2013,2349,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,76781,C,161,DTX,0,0,Trained Spotter, , , ,1,SSW,1,SSW,ANN ARBOR,42.2666,-83.7375,42.2666,-83.7375,194
467863,WASHTENAW CO.,WORDEN,07/19/2013,2350,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,EG,76781,C,161,DTX,0,0,911 Call Center, , , ,4,W,4,W,WORDEN,42.37,-83.7,42.37,-83.7,195
468847,WASHTENAW CO.,SHARON HOLLOW,07/27/2013,1535,Hail,1.00, ,0,0,0,0,MI,EST-5, ,77732,C,161,DTX,0,0,Trained Spotter, , , ,1,NNW,1,NNW,SHARON HOLLOW,42.2,-84.11,42.2,-84.11,196
460573,WASHTENAW CO.,GUTHRIE,08/12/2013,700,Lightning, , ,0,0,25000,0,MI,EST-5, ,76380,C,161,DTX,0,0,Broadcast Media, , , ,0,N,0,N,GUTHRIE,42.3047,-84.0692,42.3047,-84.0692,197
473732,WASHTENAW CO.,LYNDON CENTER,08/12/2013,1730,Hail,1.00, ,0,0,0,0,MI,EST-5, ,78802,C,161,DTX,0,0,Public, , , ,3,ENE,3,ENE,LYNDON CENTER,42.39,-84.02,42.39,-84.02,198
473470,WASHTENAW CO.,LYNDON CENTER,08/12/2013,1746,Hail,0.88, ,0,0,0,0,MI,EST-5, ,78802,C,161,DTX,0,0,Trained Spotter, , , ,4,E,4,E,LYNDON CENTER,42.38,-84.01,42.38,-84.01,199
473472,WASHTENAW CO.,DEXTER,08/12/2013,1806,Hail,1.00, ,0,0,0,0,MI,EST-5, ,78802,C,161,DTX,0,0,Trained Spotter, , , ,0,N,0,N,DEXTER,42.33,-83.87,42.33,-83.87,200
473473,WASHTENAW CO.,LYNDON CENTER,08/12/2013,1806,Hail,1.50, ,0,0,0,0,MI,EST-5, ,78802,C,161,DTX,0,0,Trained Spotter, , , ,2,E,2,E,LYNDON CENTER,42.38,-84.04,42.38,-84.04,201
476280,WASHTENAW CO.,WHITTAKER,10/06/2013,1620,Thunderstorm Wind,52.00, ,0,0,3000,0,MI,EST-5,EG,79403,C,161,DTX,0,0,Trained Spotter, , , ,2,SE,2,SE,WHITTAKER,42.11,-83.57,42.11,-83.57,202
484806,WASHTENAW (ZONE), ,11/17/2013,1600,High Wind,61.00, ,0,0,2000000,0,MI,EST-5,MG,80678,Z,75,DTX,0,0,ASOS, , , , , , , , , , , , ,203
484845,WASHTENAW CO.,WHITMORE LAKE,11/17/2013,1725,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,80678,C,161,DTX,0,0,Amateur Radio, , , ,1,S,1,S,WHITMORE LAKE,42.4,-83.75,42.4,-83.75,204
484846,WASHTENAW CO.,WILLOW RUN,11/17/2013,1730,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,80678,C,161,DTX,0,0,Trained Spotter, , , ,2,NNW,2,NNW,WILLOW RUN,42.28,-83.59,42.28,-83.59,205
490799,WASHTENAW (ZONE), ,01/05/2014,0,Heavy Snow, , ,0,0,0,0,MI,EST-5, ,81755,Z,75,DTX,0,0,Trained Spotter, , , , , , , , , , , , ,206
490927,WASHTENAW (ZONE), ,01/06/2014,1500,Cold/Wind Chill, , ,0,0,0,0,MI,EST-5, ,81771,Z,75,DTX,0,0,ASOS, , , , , , , , , , , , ,207
491966,WASHTENAW (ZONE), ,01/28/2014,0,Cold/Wind Chill, , ,0,0,0,0,MI,EST-5, ,81906,Z,75,DTX,0,0,Trained Spotter, , , , , , , , , , , , ,208
501844,WASHTENAW (ZONE), ,03/12/2014,0,Winter Storm, , ,0,0,0,0,MI,EST-5, ,83178,Z,75,DTX,0,0,Trained Spotter, , , , , , , , , , , , ,209
508898,WASHTENAW (ZONE), ,04/14/2014,600,High Wind,53.00, ,0,0,50000,0,MI,EST-5,EG,84283,Z,75,DTX,0,0,ASOS, , , , , , , , , , , , ,210
509898,WASHTENAW CO.,DOVER,04/29/2014,2000,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,84457,C,161,DTX,0,0,Trained Spotter, , , ,2,SE,2,SE,DOVER,42.38,-83.87,42.38,-83.87,211
509899,WASHTENAW CO.,HUDSON MILLS,04/29/2014,2000,Thunderstorm Wind,52.00, ,0,0,5000,0,MI,EST-5,EG,84457,C,161,DTX,0,0,Trained Spotter, , , ,1,N,1,N,HUDSON MILLS,42.39,-83.92,42.39,-83.92,212
513858,WASHTENAW CO.,ANN ARBOR,05/09/2014,1137,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,85093,C,161,DTX,0,0,Trained Spotter, , , ,2,SW,2,SW,ANN ARBOR,42.26,-83.75,42.26,-83.75,213
513748,WASHTENAW CO.,YPSILANTI,05/12/2014,1542,Hail,0.75, ,0,0,0,0,MI,EST-5, ,85074,C,161,DTX,0,0,Trained Spotter, , , ,1,N,1,N,YPSILANTI,42.24,-83.62,42.24,-83.62,214
513786,WASHTENAW CO.,ANN ARBOR,05/13/2014,1354,Thunderstorm Wind,65.00, ,0,0,100000,0,MI,EST-5,EG,84857,C,161,DTX,0,0,Law Enforcement, , , ,2,W,2,W,ANN ARBOR,42.28,-83.77,42.28,-83.77,215
513762,WASHTENAW CO.,(ARB)ANN ARBOR MUNI,05/13/2014,1355,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,84857,C,161,DTX,0,0,Trained Spotter, , , ,1,NW,1,NW,(ARB)ANN ARBOR MUNI,42.23,-83.76,42.23,-83.76,216
513789,WASHTENAW CO.,ANN ARBOR,05/13/2014,1358,Thunderstorm Wind,52.00, ,0,0,5000,0,MI,EST-5,EG,84857,C,161,DTX,0,0,Public, , , ,1,SW,1,SW,ANN ARBOR,42.27,-83.75,42.27,-83.75,217
513794,WASHTENAW CO.,DIXBORO,05/13/2014,1402,Thunderstorm Wind,56.00, ,0,0,5000,0,MI,EST-5,EG,84857,C,161,DTX,0,0,Emergency Manager, , , ,1,E,1,E,DIXBORO,42.32,-83.63,42.32,-83.63,218
513767,WASHTENAW CO.,GEDDES,05/13/2014,1411,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,EG,84857,C,161,DTX,0,0,Trained Spotter, , , ,1,SE,1,SE,GEDDES,42.26,-83.66,42.26,-83.66,219
521547,WASHTENAW CO.,(ARB)ANN ARBOR MUNI,06/18/2014,1510,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,86457,C,161,DTX,0,0,Trained Spotter, , , ,2,WNW,2,WNW,(ARB)ANN ARBOR MUNI,42.23,-83.78,42.23,-83.78,220
521582,WASHTENAW CO.,GEDDES,06/18/2014,1530,Lightning, , ,1,0,0,0,MI,EST-5, ,86457,C,161,DTX,0,0,Newspaper, , , ,3,S,3,S,GEDDES,42.2304,-83.6743,42.2304,-83.6743,221
527187,WASHTENAW CO.,SYLVAN,07/01/2014,145,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,86898,C,161,DTX,0,0,Public, , , ,2,E,2,E,SYLVAN,42.28,-84.03,42.28,-84.03,222
527243,WASHTENAW CO.,CHELSEA,07/01/2014,145,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,EG,86898,C,161,DTX,0,0,Emergency Manager, , , ,2,S,2,S,CHELSEA,42.29,-84.02,42.29,-84.02,223
527189,WASHTENAW CO.,LIMA,07/01/2014,150,Thunderstorm Wind,52.00, ,0,0,5000,0,MI,EST-5,EG,86898,C,161,DTX,0,0,Broadcast Media, , , ,1,SW,1,SW,LIMA,42.29,-83.96,42.29,-83.96,224
527261,WASHTENAW CO.,ANN ARBOR ARPT,07/01/2014,210,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,86898,C,161,DTX,0,0,Trained Spotter, , , ,1,NNE,1,NNE,ANN ARBOR ARPT,42.24,-83.72,42.24,-83.72,225
527232,WASHTENAW CO.,GEDDES,07/01/2014,211,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,86898,C,161,DTX,0,0,Trained Spotter, , , ,2,SSE,2,SSE,GEDDES,42.24,-83.66,42.24,-83.66,226
527220,WASHTENAW CO.,YPSILANTI,07/01/2014,214,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,86898,C,161,DTX,0,0,Trained Spotter, , , ,2,WSW,2,WSW,YPSILANTI,42.22,-83.65,42.22,-83.65,227
527244,WASHTENAW CO.,YPSILANTI,07/01/2014,214,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,86898,C,161,DTX,0,0,Trained Spotter, , , ,1,N,1,N,YPSILANTI,42.24,-83.62,42.24,-83.62,228
534259,WASHTENAW CO.,GUTHRIE,07/27/2014,1535,Thunderstorm Wind,56.00, ,0,0,15000,0,MI,EST-5,EG,88605,C,161,DTX,0,0,Amateur Radio, , , ,3,NW,3,NW,GUTHRIE,42.33,-84.1,42.33,-84.1,229
534255,WASHTENAW CO.,MANCHESTER,07/27/2014,1721,Hail,1.00, ,0,0,0,0,MI,EST-5, ,88605,C,161,DTX,0,0,Trained Spotter, , , ,1,W,1,W,MANCHESTER,42.15,-84.04,42.15,-84.04,230
534254,WASHTENAW CO.,ANN ARBOR,07/27/2014,1721,Hail,1.00, ,0,0,0,0,MI,EST-5, ,88605,C,161,DTX,0,0,Trained Spotter, , , ,2,SE,2,SE,ANN ARBOR,42.26,-83.71,42.26,-83.71,231
534256,WASHTENAW CO.,LYNDON CENTER,07/27/2014,1730,Hail,0.88, ,0,0,0,0,MI,EST-5, ,88605,C,161,DTX,0,0,Trained Spotter, , , ,3,SW,3,SW,LYNDON CENTER,42.35,-84.12,42.35,-84.12,232
534301,WASHTENAW CO.,LYNDON CENTER,07/27/2014,1730,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,88605,C,161,DTX,0,0,Trained Spotter, , , ,3,SW,3,SW,LYNDON CENTER,42.35,-84.12,42.35,-84.12,233
534283,WASHTENAW CO.,GUTHRIE,07/27/2014,1730,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,88605,C,161,DTX,0,0,Trained Spotter, , , ,1,NW,1,NW,GUTHRIE,42.31,-84.09,42.31,-84.09,234
534280,WASHTENAW CO.,CHELSEA,07/27/2014,1746,Thunderstorm Wind,52.00, ,0,0,20000,0,MI,EST-5,EG,88605,C,161,DTX,0,0,Trained Spotter, , , ,1,S,1,S,CHELSEA,42.31,-84.02,42.31,-84.02,235
534282,WASHTENAW CO.,DIXBORO,07/27/2014,1751,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,88605,C,161,DTX,0,0,Trained Spotter, , , ,2,WSW,2,WSW,DIXBORO,42.31,-83.69,42.31,-83.69,236
534299,WASHTENAW CO.,ANN ARBOR,07/27/2014,1751,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,88605,C,161,DTX,0,0,Trained Spotter, , , ,2,NE,2,NE,ANN ARBOR,42.3,-83.7,42.3,-83.7,237
534285,WASHTENAW CO.,WHITMORE LAKE,07/27/2014,1804,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,EG,88605,C,161,DTX,0,0,Law Enforcement, , , ,3,SSE,3,SSE,WHITMORE LAKE,42.38,-83.72,42.38,-83.72,238
538918,WASHTENAW CO.,CHELSEA,08/04/2014,1456,Hail,0.75, ,0,0,0,0,MI,EST-5, ,89490,C,161,DTX,0,0,Trained Spotter, , , ,3,N,3,N,CHELSEA,42.36,-84.02,42.36,-84.02,239
539506,WASHTENAW CO.,ANN ARBOR,08/26/2014,1520,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,89598,C,161,DTX,0,0,Trained Spotter, , , ,0,N,0,N,ANN ARBOR,42.28,-83.73,42.28,-83.73,240
539885,WASHTENAW CO.,LYNDON CENTER,09/05/2014,1815,Thunderstorm Wind,54.00, ,0,0,0,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Trained Spotter, , , ,3,ESE,3,ESE,LYNDON CENTER,42.37,-84.02,42.37,-84.02,241
539862,WASHTENAW CO.,SHARON HOLLOW,09/05/2014,1820,Thunderstorm Wind,54.00, ,0,0,0,0,MI,EST-5,MG,89679,C,161,DTX,0,0,Trained Spotter, , , ,2,SSE,2,SSE,SHARON HOLLOW,42.15,-84.09,42.15,-84.09,242
539901,WASHTENAW CO.,DOVER,09/05/2014,1827,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Trained Spotter, , , ,3,ESE,3,ESE,DOVER,42.39,-83.84,42.39,-83.84,243
539865,WASHTENAW CO.,SALINE,09/05/2014,1832,Thunderstorm Wind,56.00, ,0,0,0,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Emergency Manager, , , ,1,NW,1,NW,SALINE,42.18,-83.78,42.18,-83.78,244
539869,WASHTENAW CO.,DEXTER,09/05/2014,1834,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Emergency Manager, , , ,2,W,2,W,DEXTER,42.33,-83.9,42.33,-83.9,245
539842,WASHTENAW CO.,SALINE,09/05/2014,1838,Hail,0.88, ,0,0,0,0,MI,EST-5, ,89679,C,161,DTX,0,0,Trained Spotter, , , ,1,NW,1,NW,SALINE,42.18,-83.78,42.18,-83.78,246
539899,WASHTENAW CO.,SALINE,09/05/2014,1839,Thunderstorm Wind,50.00, ,0,0,0,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Trained Spotter, , , ,2,E,2,E,SALINE,42.17,-83.74,42.17,-83.74,247
539891,WASHTENAW CO.,SALINE,09/05/2014,1839,Thunderstorm Wind,56.00, ,0,0,1000,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Trained Spotter, , , ,2,WSW,2,WSW,SALINE,42.16,-83.8,42.16,-83.8,248
539872,WASHTENAW CO.,WHITTAKER,09/05/2014,1844,Thunderstorm Wind,64.00, ,0,0,0,0,MI,EST-5,MG,89679,C,161,DTX,0,0,Trained Spotter, , , ,1,N,1,N,WHITTAKER,42.14,-83.6,42.14,-83.6,249
539843,WASHTENAW CO.,YPSILANTI MCENNAN FL,09/05/2014,1847,Hail,0.75, ,0,0,0,0,MI,EST-5, ,89679,C,161,DTX,0,0,Trained Spotter, , , ,1,SE,1,SE,YPSILANTI MCENNAN FL,42.19,-83.62,42.19,-83.62,250
539878,WASHTENAW CO.,RAWSONVILLE,09/05/2014,1847,Thunderstorm Wind,61.00, ,0,0,0,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Trained Spotter, , , ,1,SSW,1,SSW,RAWSONVILLE,42.2,-83.56,42.2,-83.56,251
539875,WASHTENAW CO.,YPSILANTI MCENNAN FL,09/05/2014,1849,Thunderstorm Wind,52.00, ,0,0,0,0,MI,EST-5,EG,89679,C,161,DTX,0,0,Trained Spotter, , , ,1,SE,1,SE,YPSILANTI MCENNAN FL,42.19,-83.61,42.19,-83.61,252
546583,WASHTENAW (ZONE), ,11/24/2014,1100,High Wind,52.00, ,0,0,50000,0,MI,EST-5,EG,91200,Z,75,DTX,0,0,Trained Spotter, , , , , , , , , , , , ,253
558152,WASHTENAW (ZONE), ,02/01/2015,100,Heavy Snow, , ,0,0,0,0,MI,EST-5, ,91975,Z,75,DTX,0,0,Trained Spotter, , , , , , , , , , , , ,254
562049,WASHTENAW (ZONE), ,02/14/2015,2100,Extreme Cold/Wind Chill, , ,0,0,0,0,MI,EST-5, ,93458,Z,75,DTX,0,0,ASOS, , , , , , , , , , , , ,255
580720,WASHTENAW CO.,LYNDON CENTER,05/27/2015,1332,Hail,0.75, ,0,0,0,0,MI,EST-5, ,96126,C,161,DTX,0,0,SHAVE Project, , , ,1,N,1,N,LYNDON CENTER,42.4,-84.08,42.4,-84.08,256
580721,WASHTENAW CO.,LYNDON CENTER,05/27/2015,1334,Hail,1.50, ,0,0,0,0,MI,EST-5, ,96126,C,161,DTX,0,0,SHAVE Project, , , ,3,NE,3,NE,LYNDON CENTER,42.41,-84.05,42.41,-84.05,257
580726,WASHTENAW CO.,LYNDON CENTER,05/27/2015,1334,Hail,1.75, ,0,0,0,0,MI,EST-5, ,96126,C,161,DTX,0,0,SHAVE Project, , , ,2,NNE,2,NNE,LYNDON CENTER,42.41,-84.06,42.41,-84.06,258
580723,WASHTENAW CO.,LYNDON CENTER,05/27/2015,1343,Hail,0.75, ,0,0,0,0,MI,EST-5, ,96126,C,161,DTX,0,0,SHAVE Project, , , ,2,NE,2,NE,LYNDON CENTER,42.4,-84.04,42.4,-84.04,259
580728,WASHTENAW CO.,LYNDON CENTER,05/27/2015,1345,Hail,1.00, ,0,0,0,0,MI,EST-5, ,96126,C,161,DTX,0,0,SHAVE Project, , , ,4,NE,4,NE,LYNDON CENTER,42.42,-84.02,42.42,-84.02,260
580731,WASHTENAW CO.,LYNDON CENTER,05/27/2015,1346,Hail,1.00, ,0,0,0,0,MI,EST-5, ,96126,C,161,DTX,0,0,SHAVE Project, , , ,4,NE,4,NE,LYNDON CENTER,42.42,-84.02,42.42,-84.02,261
580730,WASHTENAW CO.,LYNDON CENTER,05/27/2015,1346,Hail,1.00, ,0,0,0,0,MI,EST-5, ,96126,C,161,DTX,0,0,SHAVE Project, , , ,4,ENE,4,ENE,LYNDON CENTER,42.41,-84.01,42.41,-84.01,262
